aansjouwen	307	0.7873663025	0.797316233	0.7557003257	0.6523593504
aanslaan	362	0.9967164417	2.7180336126	0.9917127072	1.8401524661
aanslag	360	0.9949726449	2.5739420871	0.9888888889	1.8047672509
aanslagen	344	0.9945928238	2.5486411168	0.9912790698	1.8345677051
aanslepen	357	0.9947587166	2.5594906736	0.9887955182	1.8036351917
aanslibben	346	0.8802016784	1.1759955776	0.8497109827	0.9629967924
aansluiten	344	0.9975452476	2.8129122449	0.9941860465	1.8731584238
aansluiting	351	0.9995642073	3.3289995657	1	1.9599639845
aansmeden	346	0.7123148831	0.5601601087	0.6878612717	0.4634196676
aansmeren	334	0.9903438766	2.3394482511	0.9820359281	1.7272000798
aansnede	333	0.7090495993	0.550610366	0.6846846847	0.4550140943
aansnee	341	0.3588986508	-0.3614042095	0.3724340176	-0.3086015608
aansnijden	350	0.9945791666	2.5477611614	0.9885714286	1.8009276407
aanspannen	324	0.9996332714	3.3767573896	1	1.9599639845
aanspelen	326	0.9353617992	1.516961512	0.9141104294	1.2448410484
aanspoelen	337	0.9929547436	2.4549475949	0.9881305638	1.7956391276
aansporen	333	0.9964618791	2.6932347844	0.993993994	1.8705216644
aansporing	343	0.9947516847	2.5590246258	0.9912536443	1.8342420246
aanspraak	382	0.9996258346	3.3712309999	1	1.9599639845
aansprakelijk	380	0.9994934739	3.2868765868	0.9973684211	1.9188762262
aanspreken	349	0.9989808763	3.0846019624	0.9971346705	1.9153794803
aanstaan	320	0.9880946508	2.2601700566	0.978125	1.6872124932
aanstaand	378	0.9986607335	3.0024075788	0.9973544974	1.9186672793
aanstaande	346	0.9987799439	3.0306706823	0.9971098266	1.9150092068
aanstaren	343	0.9984832259	2.9643178034	0.9970845481	1.9146327254
aanstekelijk	354	0.9982725175	2.9240614862	0.9971751412	1.9159832196
aansteken	363	0.9970801443	2.7566483644	0.9944903581	1.8773632879
aansteker	321	0.996320401	2.6801372457	0.9906542056	1.8266194337
aanstellen	296	0.9984826428	2.9641995305	0.9966216216	1.9077857065
